model_tag,metric,mean,ci_low,ci_high,n
random_condition,test_active_units_thr_0.001,,,,0
random_condition,test_active_units_thr_0.01,,,,0
random_condition,test_active_units_thr_0.05,,,,0
random_condition,test_kl_dim_00,,,,0
random_condition,test_kl_dim_01,,,,0
random_condition,test_kl_dim_02,,,,0
random_condition,test_kl_dim_03,,,,0
random_condition,test_kl_dim_04,,,,0
random_condition,test_kl_dim_05,,,,0
random_condition,test_kl_dim_06,,,,0
random_condition,test_kl_dim_07,,,,0
random_condition,test_kl_dim_08,,,,0
random_condition,test_kl_dim_09,,,,0
random_condition,test_kl_dim_10,,,,0
random_condition,test_kl_dim_11,,,,0
random_condition,test_kl_dim_12,,,,0
random_condition,test_kl_dim_13,,,,0
random_condition,test_kl_dim_14,,,,0
random_condition,test_kl_dim_15,,,,0
random_condition,test_kl_dim_16,,,,0
random_condition,test_kl_dim_17,,,,0
random_condition,test_kl_dim_18,,,,0
random_condition,test_kl_dim_19,,,,0
random_condition,test_kl_dim_20,,,,0
random_condition,test_kl_dim_21,,,,0
random_condition,test_kl_dim_22,,,,0
random_condition,test_kl_dim_23,,,,0
random_condition,test_kl_dim_24,,,,0
random_condition,test_kl_dim_25,,,,0
random_condition,test_kl_dim_26,,,,0
random_condition,test_kl_dim_27,,,,0
random_condition,test_kl_dim_28,,,,0
random_condition,test_kl_dim_29,,,,0
random_condition,test_kl_dim_30,,,,0
random_condition,test_kl_dim_31,,,,0
retrieval,best_epoch,0.0,0.0,0.0,3
